source,dataset,architecture,method,eps,seed,trial_number,clean_acc,certified_acc,feasible,constraints,path
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,1,89,0.5339,0.3349999785423279,True,"[-0.13390000000000002, -0.08499997854232788]",cifar10_cnn7_exp_ibp_0.03137254901960784_1_complete_False
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,2,92,0.5345,0.3296000063419342,True,"[-0.13449999999999995, -0.0796000063419342]",cifar10_cnn7_exp_ibp_0.03137254901960784_2_complete_False
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,2,74,0.5347,0.3203999996185303,True,"[-0.13469999999999993, -0.07039999961853027]",cifar10_cnn7_exp_ibp_0.03137254901960784_2_complete_False
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,2,86,0.543,0.31709998846054077,True,"[-0.14300000000000002, -0.06709998846054077]",cifar10_cnn7_exp_ibp_0.03137254901960784_2_complete_False
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,2,88,0.5488,0.3165999948978424,True,"[-0.14879999999999993, -0.06659999489784241]",cifar10_cnn7_exp_ibp_0.03137254901960784_2_complete_False
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,2,89,0.5535,0.3127000033855438,True,"[-0.15349999999999997, -0.06270000338554382]",cifar10_cnn7_exp_ibp_0.03137254901960784_2_complete_False
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,2,69,0.5583,0.30390000343322754,True,"[-0.1583, -0.05390000343322754]",cifar10_cnn7_exp_ibp_0.03137254901960784_2_complete_False
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,2,75,0.5611,0.28689998388290405,True,"[-0.16110000000000002, -0.03689998388290405]",cifar10_cnn7_exp_ibp_0.03137254901960784_2_complete_False
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,0,98,0.5659,0.2759000062942505,True,"[-0.16589999999999994, -0.02590000629425049]",cifar10_cnn7_exp_ibp_0.03137254901960784_0_complete_False
expressive_losses,cifar10,cnn7,exp_ibp,0.03137254901960784,1,85,0.5708,0.27300000190734863,True,"[-0.17079999999999995, -0.023000001907348633]",cifar10_cnn7_exp_ibp_0.03137254901960784_1_complete_False
